City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
362,walvis bay,-22.9575,14.5053,58.15,88,0,8.05,NA,1712702135
363,mersrags,57.3354,23.1246,41.72,97,85,6.22,LV,1712702392
364,kulhudhuffushi,6.6221,73.07,84.83,71,44,8.55,MV,1712702392
365,yunyang,33.4474,112.7142,58.44,67,70,0.31,CN,1712702392
366,dhi as sufal,13.8345,44.1147,66.63,72,23,1.39,YE,1712702392
367,xiuyan,40.2928,123.2744,48.52,30,100,4.03,CN,1712702392
368,itaituba,-4.2761,-55.9836,74.25,99,100,1.28,BR,1712702392
369,kuzovatovo,53.5468,47.6866,50.9,94,100,4.05,RU,1712702392
370,skhirate,33.8498,-7.0404,58.32,84,49,6.49,MA,1712702393
371,troitsko-pechorsk,62.7084,56.1964,10.69,97,96,3.0,RU,1712702393
372,sikeston,36.8767,-89.5879,66.24,81,100,11.48,US,1712702131
373,hilo,19.7297,-155.09,78.1,78,100,5.99,US,1712702162
374,bikenibeu village,1.3673,173.1241,82.36,83,100,13.8,KI,1712702393
375,tura,25.5198,90.2201,74.25,39,79,3.15,IN,1712702393
376,phan rang-thap cham,11.5667,108.9833,75.25,83,13,4.9,VN,1712702393
377,pangoa,-12.1167,-73.0,73.44,97,97,1.95,PE,1712702393
378,sandnessjoen,66.0217,12.6316,37.92,73,90,19.04,NO,1712702394
379,rosarito,32.3333,-117.0333,82.42,41,0,11.18,MX,1712702162
380,tucurui,-3.7661,-49.6725,75.76,98,100,1.68,BR,1712702217
381,smara,26.7384,-11.6719,65.35,68,0,11.5,EH,1712702394
382,challakere,14.3167,76.65,80.8,43,17,6.67,IN,1712702394
383,yugorsk,61.3133,63.3319,6.89,93,87,2.93,RU,1712702287
384,klamath falls,42.2249,-121.7817,65.05,34,0,7.0,US,1712702215
385,white river,-25.3318,31.0117,65.35,94,95,3.44,ZA,1712702394
386,nikko,36.75,139.6167,43.86,37,1,3.13,JP,1712702395
387,carloforte,39.145,8.3058,58.41,70,83,25.48,IT,1712702113
388,saudarkrokur,65.7461,-19.6394,27.41,87,100,5.61,IS,1712702395
389,taco pozo,-25.6167,-63.2833,72.28,98,100,4.43,AR,1712702395
390,korsakov,46.6328,142.7813,37.24,62,56,12.19,RU,1712702395
391,belyy yar,53.6039,91.3903,48.09,76,0,11.18,RU,1712702395
392,tual,-5.6667,132.75,81.63,76,100,3.62,ID,1712702396
393,kununurra,-15.7667,128.7333,64.38,82,61,0.0,AU,1712702178
394,fort mcmurray,56.7268,-111.381,60.31,17,0,17.27,CA,1712702133
395,oregon city,45.3573,-122.6068,66.87,62,100,5.99,US,1712702379
396,st. john's,47.5649,-52.7093,32.68,92,100,19.57,CA,1712702231
397,petawawa,45.9001,-77.3328,67.59,32,75,13.8,CA,1712702250
398,tuscania,42.4206,11.8712,58.03,92,90,5.64,IT,1712702396
399,murun-kuren,49.6342,100.1625,39.54,67,85,2.15,MN,1712702350
400,illizi,26.4833,8.4667,84.0,14,100,6.62,DZ,1712702396
401,zarate,-34.0981,-59.0286,70.97,75,84,4.41,AR,1712702224
402,sao francisco,-15.9486,-44.8644,80.06,62,96,4.25,BR,1712702397
403,gainesville,29.6516,-82.3248,79.81,57,40,6.91,US,1712702166
404,lichuan,30.3,108.85,49.93,98,100,3.04,CN,1712702397
405,qamdo,31.1667,97.2333,27.39,55,60,5.95,CN,1712702397
406,la fria,8.2203,-72.2439,93.31,58,92,2.44,VE,1712702398
407,boali,4.8005,18.1275,79.61,58,22,2.73,CF,1712702398
408,labrador city,52.9463,-66.9114,30.11,40,0,4.61,CA,1712702398
409,villa gesell,-37.2639,-56.973,59.05,66,100,22.84,AR,1712702398
410,nema,57.5067,50.5011,36.59,95,100,4.07,RU,1712702398
411,jumla,29.2747,82.1838,35.96,40,6,5.97,NP,1712702343
412,suva,-18.1416,178.4415,85.48,74,75,12.66,FJ,1712702398
413,petoskey,45.3733,-84.9553,59.31,71,40,12.66,US,1712702398
414,welkom,-27.9864,26.7066,53.8,69,1,8.7,ZA,1712702399
415,mar del plata,-38.0023,-57.5575,58.08,64,75,14.0,AR,1712702224
416,saint-louis,16.3333,-15.0,87.44,24,0,12.57,SN,1712702399
417,yaring,6.8662,101.3689,78.31,89,98,6.51,TH,1712702399
418,sao francisco do sul,-26.2433,-48.6381,75.11,88,0,1.14,BR,1712702399
419,mayskiy,47.6931,40.1025,60.66,46,2,5.93,RU,1712702399
420,talnakh,69.4865,88.3972,-13.99,99,99,10.22,RU,1712702309
421,isola di capo rizzuto,38.96,17.0933,59.22,89,81,15.08,IT,1712702399
422,launceston,-41.45,147.1667,54.16,81,2,0.0,AU,1712702400
423,solapur,17.6833,75.9167,89.49,28,74,5.77,IN,1712702360
424,gorom-gorom,14.4439,-0.2361,92.19,11,13,7.87,BF,1712702400
425,leava,-14.3,-178.1667,84.63,80,30,14.45,WF,1712702400
426,shimoda,34.6667,138.95,50.11,59,93,14.32,JP,1712702400
427,branson,36.6437,-93.2185,68.45,75,40,9.22,US,1712702221
428,oil city,41.4339,-79.7064,74.44,46,40,16.11,US,1712702400
429,preobrazheniye,42.9019,133.9064,42.67,37,0,7.67,RU,1712702400
430,childress,34.4264,-100.204,52.05,87,100,8.05,US,1712702339
431,kenai,60.5544,-151.2583,33.15,82,100,25.32,US,1712702401
432,la ronge,55.1001,-105.2842,57.42,35,100,5.75,CA,1712702231
433,bridgewater,44.3835,-64.5155,44.22,52,52,10.36,CA,1712702401
434,cole harbour,44.6724,-63.4751,37.96,68,72,7.0,CA,1712702401
435,ghadamis,30.1337,9.5007,75.76,9,11,8.99,LY,1712702402
436,akjoujt,19.6969,-14.4164,78.17,20,0,10.07,MR,1712702403
437,saldanha,-33.0117,17.9442,59.05,90,3,14.65,ZA,1712702403
438,eyl,7.9803,49.8164,80.58,76,33,9.57,SO,1712702131
439,kabalo,-6.05,26.9167,71.2,95,80,0.78,CD,1712702216
440,wotje,9.4543,170.2367,81.27,83,100,19.39,MH,1712702404
441,darwin,-12.4611,130.8418,76.95,64,0,11.5,AU,1712702305
442,vila franca do campo,37.7167,-25.4333,64.89,99,100,14.63,PT,1712702404
443,jodiya bandar,22.7167,70.2833,80.02,61,69,7.76,IN,1712702404
444,porkhov,57.765,29.5561,50.54,94,5,4.23,RU,1712702405
445,manadhoo,5.7667,73.3833,85.05,73,62,9.01,MV,1712702405
446,tanumah,27.1,44.1333,74.14,55,6,12.64,SA,1712702405
447,alta,69.9689,23.2717,34.86,85,100,14.0,NO,1712702405
448,berdigestyakh,62.0989,126.6992,16.7,97,100,2.24,RU,1712702300
449,karatas,36.582,35.3701,59.65,87,100,8.32,TR,1712702406
450,liwonde,-15.0506,35.2035,72.66,91,100,1.77,MW,1712702406
451,carry-le-rouet,43.3314,5.1524,53.38,62,20,26.46,FR,1712702406
452,asosa,10.0667,34.5333,71.91,19,43,2.04,ET,1712702406
453,kiama,-34.6833,150.8667,61.38,65,78,17.45,AU,1712702406
454,manicore,-5.8092,-61.3003,76.59,95,100,3.09,BR,1712702407
455,luanda,-8.8368,13.2343,78.03,87,78,8.66,AO,1712702272
456,saint-pierre,-21.3393,55.4781,74.88,73,0,5.75,RE,1712702407
457,magadan,59.5667,150.8,21.52,73,6,6.13,RU,1712702407
458,afif,23.9065,42.9172,67.6,54,85,12.46,SA,1712702407
459,sinabang,2.4803,96.3801,76.03,92,100,3.71,ID,1712702140
460,priargunsk,50.3691,119.1012,20.12,88,47,3.44,RU,1712702408
461,pudozh,61.8099,36.5345,32.95,99,99,1.01,RU,1712702226
462,brokopondo,4.75,-55.1667,83.86,67,82,11.25,SR,1712702408
463,jackson,42.4165,-122.8345,67.71,49,0,11.5,US,1712702222
464,puerto cabezas,14.0351,-83.3888,85.96,84,40,13.8,NI,1712702408
465,mathis,28.0945,-97.828,93.25,67,4,17.87,US,1712702248
466,tarrafal de sao nicolau,16.5667,-24.3667,71.74,76,1,22.79,CV,1712702409
467,nadym,65.5333,72.5167,-12.03,97,8,8.34,RU,1712702409
468,tazoult-lambese,35.4817,6.2607,49.15,94,100,11.52,DZ,1712702409
469,sidi akkacha,36.4647,1.3026,53.89,49,0,3.11,DZ,1712702409
470,tuy hoa,13.0833,109.3,76.32,89,87,1.74,VN,1712702409
471,warrnambool,-38.3833,142.4833,59.38,78,82,10.8,AU,1712702253
472,sterling,39.0062,-77.4286,77.29,46,100,5.75,US,1712702409
473,as sulayyil,20.4607,45.5779,80.85,49,83,14.52,SA,1712702410
474,omutinskiy,56.4745,67.6709,32.79,99,100,5.06,RU,1712702410
475,cacoal,-11.4386,-61.4472,76.14,96,99,3.67,BR,1712702137
476,mahibadhoo,3.7833,72.9667,84.61,72,68,6.51,MV,1712702410
477,fale old settlement,-9.3852,-171.2468,86.59,75,83,14.32,TK,1712702410
478,simpang,-1.2667,104.0833,72.68,99,99,1.68,ID,1712702410
479,san felice circeo,41.2372,13.0942,60.57,77,100,8.01,IT,1712702410
480,vuktyl,63.8567,57.3094,14.11,95,98,1.99,RU,1712702411
481,dexter,36.7959,-89.9579,66.85,84,100,10.83,US,1712702411
482,yelizovo,53.1873,158.3805,37.8,81,100,11.18,RU,1712702411
483,hsinchu,24.8036,120.9686,72.86,86,83,1.99,TW,1712702411
484,zakamensk,50.3741,103.2863,35.15,94,7,3.22,RU,1712702411
485,akrehamn,59.2667,5.1833,46.22,93,100,11.5,NO,1712702411
486,nyurba,63.2842,118.3319,17.73,93,74,8.23,RU,1712702412
487,vikhorevka,56.1201,101.1636,31.59,97,85,3.58,RU,1712702412
488,santa terezinha,-29.9002,-50.0904,73.74,88,3,3.85,BR,1712702412
489,katsuura,35.1333,140.3,51.69,53,58,20.78,JP,1712702320
490,winnemucca,40.973,-117.7357,64.45,32,20,6.91,US,1712702412
491,saint-philippe,-21.3585,55.7679,74.79,82,53,7.63,RE,1712702294
492,fougamou,-1.2154,10.5838,76.24,96,100,1.48,GA,1712702412
493,las lomitas,-24.7096,-60.593,75.29,93,25,1.95,AR,1712702413
494,lhuentse,27.6679,91.1839,54.32,81,95,2.68,BT,1712702413
495,pariaman,-0.619,100.12,77.05,85,100,1.59,ID,1712702413
496,mount isa,-20.7333,139.5,64.17,48,44,17.27,AU,1712702413
497,aitape,-3.1374,142.3475,79.12,90,96,4.56,PG,1712702413
498,bodo,67.28,14.405,42.84,61,0,9.22,NO,1712702413
499,san julian,21.0167,-102.1667,81.52,11,39,22.21,MX,1712702413
500,wotho,10.1657,166.0102,81.0,85,100,21.41,MH,1712702413
501,sao lourenco do sul,-31.3653,-51.9783,70.43,92,23,7.0,BR,1712702414
502,caiaponia,-16.9567,-51.8103,71.47,96,98,4.88,BR,1712702250
503,jaromer,50.3562,15.9214,60.4,80,88,17.27,CZ,1712702414
504,segou,13.4317,-6.2157,95.5,25,92,5.46,ML,1712702414
505,portland,45.5234,-122.6762,66.78,58,40,6.91,US,1712701827
506,n'zeto,-7.2312,12.8666,79.59,89,38,6.2,AO,1712702414
507,sooke,48.3746,-123.7276,59.58,49,16,16.35,CA,1712702414
508,qianzhou,28.3167,109.7167,58.5,88,94,0.85,CN,1712702415
509,altai,46.3722,96.2583,37.87,33,60,14.25,MN,1712702415
510,tegueste,28.5167,-16.3167,67.66,89,40,21.85,ES,1712702415
511,yermakovskoye,53.2831,92.4003,52.52,66,100,15.39,RU,1712702415
512,pangody,65.85,74.4859,-17.75,100,31,7.14,RU,1712702415
513,lubu,23.1742,112.2809,69.82,94,100,2.28,CN,1712702415
514,shanwei,22.782,115.3475,67.59,71,98,9.08,CN,1712702415
515,antonio enes,-16.2325,39.9086,78.21,89,99,5.99,MZ,1712702416
516,qingdao,36.0986,120.3719,49.6,57,0,8.95,CN,1712702284
517,kone,-21.0595,164.8658,88.5,60,70,4.5,NC,1712702313
518,bumba,2.1833,22.4667,74.7,85,73,0.65,CD,1712702416
519,santa catalina,9.3337,122.8637,82.04,72,64,10.42,PH,1712702416
520,gizo,-8.103,156.8419,85.17,73,91,5.95,SB,1712702417
521,jinchang,38.4953,102.1739,48.4,32,84,7.2,CN,1712702417
522,orsta,62.2029,6.1272,46.58,93,100,3.44,NO,1712702417
523,gebeit,21.0667,36.3167,69.75,25,83,5.12,SD,1712702417
524,moa,20.6569,-74.9403,76.71,75,76,12.39,CU,1712702417
525,buka,40.8108,69.1986,52.23,69,7,4.94,UZ,1712702417
526,colonia,50.9333,6.95,50.95,71,20,11.5,DE,1712702417
527,luis correia,-2.8792,-41.6669,80.6,89,20,4.61,BR,1712702418
528,porbandar,21.6422,69.6093,77.27,67,30,9.35,IN,1712702418
529,bokoro,12.3807,17.0568,86.9,12,76,8.88,TD,1712702418
530,tela,15.7833,-87.45,91.35,75,0,11.5,HN,1712702418
531,pocone,-16.2567,-56.6228,79.3,86,99,5.12,BR,1712702324
532,amga,60.8953,131.9608,20.95,98,99,0.87,RU,1712702419
533,campos altos,-19.6961,-46.1714,66.79,76,100,1.45,BR,1712702314
534,saurimo,-9.6608,20.3916,66.61,97,98,3.06,AO,1712702419
535,awjilah,29.1081,21.2869,62.15,51,42,8.43,LY,1712702419
536,bel ombre,-4.6167,55.4167,82.24,83,40,5.75,SC,1712702419
537,alapa,8.6167,4.3833,83.5,61,89,3.47,NG,1712702420
538,kavaratti,10.5669,72.642,84.58,65,68,7.61,IN,1712702420
539,luneville,48.6,6.5,46.98,88,90,8.95,FR,1712702420
540,laurentides,46.4334,-74.9826,54.52,61,36,8.37,CA,1712702420
541,cidade velha,14.9167,-23.6167,72.07,73,20,14.97,CV,1712702420
542,al 'amarah,31.8406,47.1396,78.13,49,33,15.3,IQ,1712702421
543,port moresby,-9.4431,147.1797,81.93,77,98,1.95,PG,1712702304
544,caraballeda,10.6112,-66.8522,86.07,66,20,5.75,VE,1712702421
545,nabire,-3.3667,135.4833,77.9,89,94,2.46,ID,1712702421
546,kanker,20.2719,81.4931,77.45,53,94,7.99,IN,1712702421
547,christchurch,-43.5333,172.6333,80.42,51,89,5.75,NZ,1712702324
548,upper dir,35.2058,71.8756,54.45,47,86,8.81,PK,1712702422
549,manzanillo,20.3433,-77.1167,86.27,49,49,5.46,CU,1712702422
550,san martin,-33.081,-68.4681,68.54,46,0,12.1,AR,1712702257
